TruckID,Truck,ProjectID,Country,OperatorID,FirstName,LastName,Age,TotalOreMined,TotalWasted,Date
363,Truck 363-Dispatch,9,Australia,11447,Jennifer,Roberts,30,2294.9900,183.5992,2013-01-04T00:00:00.0000000
573,Truck 573-Dispatch,9,Australia,11447,Jennifer,Roberts,30,2384.0700,190.7256,2013-05-31T00:00:00.0000000
351,Truck 351-Dispatch,9,Australia,11462,Laura,Lin,33,3374.9900,269.9992,2011-07-16T00:00:00.0000000
574,Truck 574-Dispatch,9,Australia,11462,Laura,Lin,33,2384.0700,190.7256,2013-07-25T00:00:00.0000000
355,Truck 355-Dispatch,9,Australia,11462,Laura,Lin,33,2319.9900,185.5992,2013-03-01T00:00:00.0000000
349,Truck 349-Dispatch,9,Australia,11464,Alejandro,Huang,33,3374.9900,269.9992,2011-07-22T00:00:00.0000000
359,Truck 359-Dispatch,9,Australia,11464,Alejandro,Huang,33,2294.9900,183.5992,2013-03-13T00:00:00.0000000
561,Truck 561-Dispatch,9,Australia,11464,Alejandro,Huang,33,2384.0700,190.7256,2013-07-01T00:00:00.0000000
356,Truck 356-Dispatch,7,France,11479,Darryl,Wu,32,2071.4196,165.7136,2012-12-05T00:00:00.0000000
363,Truck 363-Dispatch,7,France,11479,Darryl,Wu,32,2294.9900,183.5992,2013-02-22T00:00:00.0000000
604,Truck 604-Dispatch,7,France,11479,Darryl,Wu,32,539.9900,43.1992,2013-05-24T00:00:00.0000000
362,Truck 362-Dispatch,8,Germany,11481,Erica,Hu,32,2049.0982,163.9279,2012-01-27T00:00:00.0000000
357,Truck 357-Dispatch,8,Germany,11481,Erica,Hu,32,2319.9900,185.5992,2013-01-21T00:00:00.0000000
584,Truck 584-Dispatch,8,Germany,11481,Erica,Hu,32,539.9900,43.1992,2013-04-21T00:00:00.0000000
347,Truck 347-Dispatch,10,United Kingdom,11494,Jimmy,Gutierrez,34,3399.9900,271.9992,2011-12-23T00:00:00.0000000
361,Truck 361-Dispatch,10,United Kingdom,11494,Jimmy,Gutierrez,34,2294.9900,183.5992,2013-02-05T00:00:00.0000000
579,Truck 579-Dispatch,10,United Kingdom,11494,Jimmy,Gutierrez,34,1214.8500,97.1880,2013-09-30T00:00:00.0000000
346,Truck 346-Dispatch,10,United Kingdom,11496,Gary,Ortega,34,3399.9900,271.9992,2011-11-30T00:00:00.0000000
359,Truck 359-Dispatch,10,United Kingdom,11496,Gary,Ortega,34,2294.9900,183.5992,2013-02-02T00:00:00.0000000
577,Truck 577-Dispatch,10,United Kingdom,11496,Gary,Ortega,34,1214.8500,97.1880,2013-11-05T00:00:00.0000000
590,Truck 590-Dispatch,6,Canada,11513,Alyssa,Howard,45,769.4900,61.5592,2013-06-08T00:00:00.0000000
314,Truck 314-Dispatch,4,United States,11528,Joan,Washington,42,3578.2700,286.2616,2011-09-12T00:00:00.0000000
355,Truck 355-Dispatch,4,United States,11528,Joan,Washington,42,2319.9900,185.5992,2013-02-19T00:00:00.0000000
363,Truck 363-Dispatch,7,France,11547,Cindy,Sai,31,2294.9900,183.5992,2013-02-02T00:00:00.0000000
605,Truck 605-Dispatch,7,France,11547,Cindy,Sai,31,539.9900,43.1992,2013-07-28T00:00:00.0000000
354,Truck 354-Dispatch,7,France,11547,Cindy,Sai,31,2071.4196,165.7136,2012-12-25T00:00:00.0000000
362,Truck 362-Dispatch,8,Germany,11564,Jorge,Liang,38,2049.0982,163.9279,2012-02-16T00:00:00.0000000
353,Truck 353-Dispatch,8,Germany,11564,Jorge,Liang,38,2319.9900,185.5992,2013-03-18T00:00:00.0000000
352,Truck 352-Dispatch,8,Germany,11598,Meredith,Ruiz,27,2071.4196,165.7136,2012-03-11T00:00:00.0000000
353,Truck 353-Dispatch,8,Germany,11598,Meredith,Ruiz,27,2319.9900,185.5992,2013-03-24T00:00:00.0000000
312,Truck 312-Dispatch,7,France,11611,Ernest,Lin,25,3578.2700,286.2616,2011-01-23T00:00:00.0000000
361,Truck 361-Dispatch,7,France,11611,Ernest,Lin,25,2294.9900,183.5992,2013-06-29T00:00:00.0000000
354,Truck 354-Dispatch,8,Germany,11613,Meredith,Prasad,29,2071.4196,165.7136,2012-05-13T00:00:00.0000000
363,Truck 363-Dispatch,8,Germany,11613,Meredith,Prasad,29,2294.9900,183.5992,2013-04-24T00:00:00.0000000
352,Truck 352-Dispatch,10,United Kingdom,11615,Dwayne,Navarro,29,2071.4196,165.7136,2012-02-22T00:00:00.0000000
571,Truck 571-Dispatch,10,United Kingdom,11615,Dwayne,Navarro,29,742.3500,59.3880,2012-12-31T00:00:00.0000000
353,Truck 353-Dispatch,10,United Kingdom,11615,Dwayne,Navarro,29,2319.9900,185.5992,2013-04-13T00:00:00.0000000
312,Truck 312-Dispatch,4,United States,11628,Mariah,Wood,33,3578.2700,286.2616,2011-09-12T00:00:00.0000000
359,Truck 359-Dispatch,4,United States,11628,Mariah,Wood,33,2294.9900,183.5992,2013-03-31T00:00:00.0000000
314,Truck 314-Dispatch,1,United States,11630,Haley,Powell,33,3578.2700,286.2616,2011-09-21T00:00:00.0000000
353,Truck 353-Dispatch,1,United States,11630,Haley,Powell,33,2319.9900,185.5992,2013-04-27T00:00:00.0000000
357,Truck 357-Dispatch,6,Canada,11647,Randy,Wu,35,2319.9900,185.5992,2013-02-15T00:00:00.0000000
311,Truck 311-Dispatch,4,United States,11664,Alyssa,Morgan,35,3578.2700,286.2616,2011-10-27T00:00:00.0000000
361,Truck 361-Dispatch,4,United States,11664,Alyssa,Morgan,35,2294.9900,183.5992,2013-02-21T00:00:00.0000000
312,Truck 312-Dispatch,1,United States,11696,Mackenzie,Campbell,35,3578.2700,286.2616,2011-10-01T00:00:00.0000000
363,Truck 363-Dispatch,1,United States,11696,Mackenzie,Campbell,35,2294.9900,183.5992,2013-04-29T00:00:00.0000000
312,Truck 312-Dispatch,1,United States,11745,Allison,Gonzalez,46,3578.2700,286.2616,2011-10-10T00:00:00.0000000
357,Truck 357-Dispatch,1,United States,11745,Allison,Gonzalez,46,2319.9900,185.5992,2013-05-04T00:00:00.0000000
344,Truck 344-Dispatch,9,Australia,11762,Randall,Gomez,26,3399.9900,271.9992,2011-08-07T00:00:00.0000000
355,Truck 355-Dispatch,9,Australia,11762,Randall,Gomez,26,2319.9900,185.5992,2013-03-12T00:00:00.0000000
564,Truck 564-Dispatch,9,Australia,11762,Randall,Gomez,26,2384.0700,190.7256,2013-07-06T00:00:00.0000000
347,Truck 347-Dispatch,9,Australia,11764,Jessie,Ramos,37,3399.9900,271.9992,2011-09-09T00:00:00.0000000
359,Truck 359-Dispatch,9,Australia,11764,Jessie,Ramos,37,2294.9900,183.5992,2013-03-28T00:00:00.0000000
564,Truck 564-Dispatch,9,Australia,11764,Jessie,Ramos,37,2384.0700,190.7256,2013-07-07T00:00:00.0000000
313,Truck 313-Dispatch,1,United States,11779,Sarah,Jackson,33,3578.2700,286.2616,2011-10-17T00:00:00.0000000
359,Truck 359-Dispatch,1,United States,11779,Sarah,Jackson,33,2294.9900,183.5992,2013-06-23T00:00:00.0000000
312,Truck 312-Dispatch,4,United States,11796,Isabel,Jenkins,25,3578.2700,286.2616,2011-10-16T00:00:00.0000000
359,Truck 359-Dispatch,4,United States,11796,Isabel,Jenkins,25,2294.9900,183.5992,2013-05-30T00:00:00.0000000
312,Truck 312-Dispatch,1,United States,11798,Brendan,Chande,36,3578.2700,286.2616,2011-10-15T00:00:00.0000000
353,Truck 353-Dispatch,1,United States,11798,Brendan,Chande,36,2319.9900,185.5992,2013-06-11T00:00:00.0000000
313,Truck 313-Dispatch,1,United States,11813,Mary,Patterson,37,3578.2700,286.2616,2011-10-16T00:00:00.0000000
353,Truck 353-Dispatch,1,United States,11813,Mary,Patterson,37,2319.9900,185.5992,2013-06-28T00:00:00.0000000
313,Truck 313-Dispatch,1,United States,11815,Hannah,Patterson,29,3578.2700,286.2616,2011-10-02T00:00:00.0000000
363,Truck 363-Dispatch,1,United States,11815,Hannah,Patterson,29,2294.9900,183.5992,2013-02-24T00:00:00.0000000
313,Truck 313-Dispatch,4,United States,11830,Taylor,Garcia,36,3578.2700,286.2616,2011-09-29T00:00:00.0000000
361,Truck 361-Dispatch,4,United States,11830,Taylor,Garcia,36,2294.9900,183.5992,2013-01-30T00:00:00.0000000
349,Truck 349-Dispatch,9,Australia,11896,Frank,Carlson,35,3374.9900,269.9992,2011-09-01T00:00:00.0000000
355,Truck 355-Dispatch,9,Australia,11896,Frank,Carlson,35,2319.9900,185.5992,2013-03-29T00:00:00.0000000
576,Truck 576-Dispatch,9,Australia,11896,Frank,Carlson,35,2384.0700,190.7256,2013-07-11T00:00:00.0000000
344,Truck 344-Dispatch,9,Australia,11898,Angela,Henderson,35,3399.9900,271.9992,2011-09-14T00:00:00.0000000
574,Truck 574-Dispatch,9,Australia,11898,Angela,Henderson,35,2384.0700,190.7256,2013-07-23T00:00:00.0000000
357,Truck 357-Dispatch,9,Australia,11898,Angela,Henderson,35,2319.9900,185.5992,2013-03-27T00:00:00.0000000
349,Truck 349-Dispatch,9,Australia,11915,Philip,Carlson,37,3374.9900,269.9992,2011-10-02T00:00:00.0000000
353,Truck 353-Dispatch,9,Australia,11915,Philip,Carlson,37,2319.9900,185.5992,2013-03-04T00:00:00.0000000
561,Truck 561-Dispatch,9,Australia,11915,Philip,Carlson,37,2384.0700,190.7256,2013-08-24T00:00:00.0000000
347,Truck 347-Dispatch,9,Australia,11930,Jaclyn,Nara,58,3399.9900,271.9992,2011-10-14T00:00:00.0000000
568,Truck 568-Dispatch,9,Australia,11930,Jaclyn,Nara,58,742.3500,59.3880,2013-12-16T00:00:00.0000000
590,Truck 590-Dispatch,9,Australia,11930,Jaclyn,Nara,58,769.4900,61.5592,2013-12-02T00:00:00.0000000
349,Truck 349-Dispatch,9,Australia,11947,Jenny,Zheng,53,3374.9900,269.9992,2011-10-13T00:00:00.0000000
591,Truck 591-Dispatch,9,Australia,11947,Jenny,Zheng,53,564.9900,45.1992,2013-02-04T00:00:00.0000000
566,Truck 566-Dispatch,9,Australia,11947,Jenny,Zheng,53,742.3500,59.3880,2013-12-27T00:00:00.0000000
346,Truck 346-Dispatch,9,Australia,11964,Sharon,Salavaria,43,3399.9900,271.9992,2011-10-14T00:00:00.0000000
573,Truck 573-Dispatch,9,Australia,11964,Sharon,Salavaria,43,2384.0700,190.7256,2013-08-09T00:00:00.0000000
359,Truck 359-Dispatch,9,Australia,11964,Sharon,Salavaria,43,2294.9900,183.5992,2013-03-26T00:00:00.0000000
353,Truck 353-Dispatch,6,Canada,11979,Christopher,Johnson,48,2319.9900,185.5992,2013-02-14T00:00:00.0000000
576,Truck 576-Dispatch,6,Canada,11979,Christopher,Johnson,48,2384.0700,190.7256,2013-05-08T00:00:00.0000000
351,Truck 351-Dispatch,9,Australia,11996,Veronica,Srini,44,3374.9900,269.9992,2011-11-04T00:00:00.0000000
578,Truck 578-Dispatch,9,Australia,11996,Veronica,Srini,44,1214.8500,97.1880,2013-02-03T00:00:00.0000000
357,Truck 357-Dispatch,9,Australia,11996,Veronica,Srini,44,2319.9900,185.5992,2013-08-02T00:00:00.0000000
350,Truck 350-Dispatch,9,Australia,11998,Donna,Sharma,44,3374.9900,269.9992,2011-11-16T00:00:00.0000000
578,Truck 578-Dispatch,9,Australia,11998,Donna,Sharma,44,1214.8500,97.1880,2013-02-16T00:00:00.0000000
359,Truck 359-Dispatch,9,Australia,11998,Donna,Sharma,44,2294.9900,183.5992,2013-08-28T00:00:00.0000000
345,Truck 345-Dispatch,9,Australia,12013,Kayla,Lewis,52,3399.9900,271.9992,2011-12-09T00:00:00.0000000
596,Truck 596-Dispatch,9,Australia,12013,Kayla,Lewis,52,539.9900,43.1992,2013-03-09T00:00:00.0000000
310,Truck 310-Dispatch,1,United States,12030,Ana,Washington,28,3578.2700,286.2616,2011-11-06T00:00:00.0000000
355,Truck 355-Dispatch,1,United States,12030,Ana,Washington,28,2319.9900,185.5992,2013-07-26T00:00:00.0000000
591,Truck 591-Dispatch,6,Canada,12032,Tyler,Taylor,26,564.9900,45.1992,2013-02-20T00:00:00.0000000
312,Truck 312-Dispatch,4,United States,12079,Nathaniel,Cooper,54,3578.2700,286.2616,2011-11-05T00:00:00.0000000
363,Truck 363-Dispatch,4,United States,12079,Nathaniel,Cooper,54,2294.9900,183.5992,2013-07-02T00:00:00.0000000
359,Truck 359-Dispatch,6,Canada,12081,Kaitlyn,Perez,53,2294.9900,183.5992,2013-05-08T00:00:00.0000000
310,Truck 310-Dispatch,1,United States,12083,Kayla,Alexander,59,3578.2700,286.2616,2011-11-24T00:00:00.0000000
363,Truck 363-Dispatch,1,United States,12083,Kayla,Alexander,59,2294.9900,183.5992,2013-03-02T00:00:00.0000000
310,Truck 310-Dispatch,4,United States,12096,Caitlin,Brooks,57,3578.2700,286.2616,2011-11-17T00:00:00.0000000
353,Truck 353-Dispatch,4,United States,12096,Caitlin,Brooks,57,2319.9900,185.5992,2013-07-20T00:00:00.0000000
361,Truck 361-Dispatch,6,Canada,12113,Nathan,Hughes,42,2294.9900,183.5992,2013-02-19T00:00:00.0000000
563,Truck 563-Dispatch,6,Canada,12113,Nathan,Hughes,42,2384.0700,190.7256,2013-06-01T00:00:00.0000000
356,Truck 356-Dispatch,9,Australia,14523,Lydia,Fernandez,57,2071.4196,165.7136,2012-09-16T00:00:00.0000000
581,Truck 581-Dispatch,9,Australia,14523,Lydia,Fernandez,57,1700.9900,136.0792,2013-06-03T00:00:00.0000000
377,Truck 377-Dispatch,7,France,14538,Katherine,Brown,43,2181.5625,174.5250,2012-03-04T00:00:00.0000000
588,Truck 588-Dispatch,7,France,14538,Katherine,Brown,43,769.4900,61.5592,2013-09-15T00:00:00.0000000
375,Truck 375-Dispatch,7,France,14555,Jodi,Kumar,62,2181.5625,174.5250,2012-03-28T00:00:00.0000000
587,Truck 587-Dispatch,7,France,14555,Jodi,Kumar,62,769.4900,61.5592,2013-10-18T00:00:00.0000000
336,Truck 336-Dispatch,4,United States,14572,Melanie,Foster,34,699.0982,55.9279,2011-02-16T00:00:00.0000000
361,Truck 361-Dispatch,4,United States,14572,Melanie,Foster,34,2294.9900,183.5992,2013-07-22T00:00:00.0000000
326,Truck 326-Dispatch,4,United States,14589,Mackenzie,Cook,33,699.0982,55.9279,2011-03-29T00:00:00.0000000
588,Truck 588-Dispatch,4,United States,14589,Mackenzie,Cook,33,769.4900,61.5592,2013-07-15T00:00:00.0000000
361,Truck 361-Dispatch,6,Canada,14606,Amanda,Cooper,39,2294.9900,183.5992,2013-06-19T00:00:00.0000000
576,Truck 576-Dispatch,6,Canada,14606,Amanda,Cooper,39,2384.0700,190.7256,2013-10-16T00:00:00.0000000
336,Truck 336-Dispatch,1,United States,14636,Kelly,Powell,44,699.0982,55.9279,2011-05-23T00:00:00.0000000
588,Truck 588-Dispatch,1,United States,14636,Kelly,Powell,44,769.4900,61.5592,2013-07-10T00:00:00.0000000
590,Truck 590-Dispatch,6,Canada,14640,Mackenzie,Adams,37,769.4900,61.5592,2013-07-27T00:00:00.0000000
338,Truck 338-Dispatch,4,United States,14653,Troy,Fernandez,46,699.0982,55.9279,2011-07-25T00:00:00.0000000
590,Truck 590-Dispatch,4,United States,14653,Troy,Fernandez,46,769.4900,61.5592,2013-08-05T00:00:00.0000000
352,Truck 352-Dispatch,9,Australia,14670,Leslie,Gill,36,2071.4196,165.7136,2012-09-08T00:00:00.0000000
590,Truck 590-Dispatch,9,Australia,14670,Leslie,Gill,36,769.4900,61.5592,2013-07-04T00:00:00.0000000
354,Truck 354-Dispatch,9,Australia,14672,Omar,Nath,36,2071.4196,165.7136,2012-09-26T00:00:00.0000000
355,Truck 355-Dispatch,9,Australia,14672,Omar,Nath,36,2319.9900,185.5992,2013-09-24T00:00:00.0000000
567,Truck 567-Dispatch,9,Australia,14672,Omar,Nath,36,742.3500,59.3880,2013-11-15T00:00:00.0000000
326,Truck 326-Dispatch,4,United States,14738,Ethan,Garcia,51,699.0982,55.9279,2011-09-11T00:00:00.0000000
588,Truck 588-Dispatch,4,United States,14738,Ethan,Garcia,51,769.4900,61.5592,2013-08-31T00:00:00.0000000
328,Truck 328-Dispatch,4,United States,14740,Jenna,Scott,45,699.0982,55.9279,2011-08-31T00:00:00.0000000
589,Truck 589-Dispatch,4,United States,14740,Jenna,Scott,45,769.4900,61.5592,2013-09-04T00:00:00.0000000
330,Truck 330-Dispatch,1,United States,14753,Austin,Foster,31,699.0982,55.9279,2011-10-01T00:00:00.0000000
590,Truck 590-Dispatch,1,United States,14753,Austin,Foster,31,769.4900,61.5592,2013-09-23T00:00:00.0000000
324,Truck 324-Dispatch,4,United States,14755,Robert,Davis,47,699.0982,55.9279,2011-10-23T00:00:00.0000000
590,Truck 590-Dispatch,4,United States,14755,Robert,Davis,47,769.4900,61.5592,2013-09-28T00:00:00.0000000
334,Truck 334-Dispatch,4,United States,14757,Elizabeth,Garcia,43,699.0982,55.9279,2011-10-18T00:00:00.0000000
590,Truck 590-Dispatch,4,United States,14757,Elizabeth,Garcia,43,769.4900,61.5592,2013-09-08T00:00:00.0000000
310,Truck 310-Dispatch,10,United Kingdom,14770,Melvin,Andersen,31,3578.2700,286.2616,2011-06-28T00:00:00.0000000
586,Truck 586-Dispatch,10,United Kingdom,14770,Melvin,Andersen,31,742.3500,59.3880,2013-04-24T00:00:00.0000000
363,Truck 363-Dispatch,10,United Kingdom,14770,Melvin,Andersen,31,2294.9900,183.5992,2013-10-11T00:00:00.0000000
312,Truck 312-Dispatch,8,Germany,14772,Stacy,Torres,36,3578.2700,286.2616,2011-09-17T00:00:00.0000000
587,Truck 587-Dispatch,8,Germany,14772,Stacy,Torres,36,769.4900,61.5592,2013-10-24T00:00:00.0000000
312,Truck 312-Dispatch,8,Germany,14789,Rosa,Zhang,38,3578.2700,286.2616,2011-09-20T00:00:00.0000000
589,Truck 589-Dispatch,8,Germany,14789,Rosa,Zhang,38,769.4900,61.5592,2013-10-16T00:00:00.0000000
311,Truck 311-Dispatch,8,Germany,14823,Nelson,Harrison,41,3578.2700,286.2616,2011-10-02T00:00:00.0000000
589,Truck 589-Dispatch,8,Germany,14823,Nelson,Harrison,41,769.4900,61.5592,2013-11-27T00:00:00.0000000
311,Truck 311-Dispatch,8,Germany,14838,Darren,Alvarez,27,3578.2700,286.2616,2011-11-15T00:00:00.0000000
590,Truck 590-Dispatch,8,Germany,14838,Darren,Alvarez,27,769.4900,61.5592,2013-12-24T00:00:00.0000000
362,Truck 362-Dispatch,9,Australia,14855,Deanna,Weber,56,2049.0982,163.9279,2012-09-08T00:00:00.0000000
582,Truck 582-Dispatch,9,Australia,14855,Deanna,Weber,56,1700.9900,136.0792,2013-06-09T00:00:00.0000000
588,Truck 588-Dispatch,6,Canada,14874,Nicole,Sanchez,29,769.4900,61.5592,2013-09-08T00:00:00.0000000
313,Truck 313-Dispatch,8,Germany,14940,Carmen,Rana,32,3578.2700,286.2616,2011-11-16T00:00:00.0000000
576,Truck 576-Dispatch,8,Germany,14940,Carmen,Rana,32,2384.0700,190.7256,2013-02-10T00:00:00.0000000
357,Truck 357-Dispatch,8,Germany,14940,Carmen,Rana,32,2319.9900,185.5992,2013-07-16T00:00:00.0000000
